,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,175.703994542,175.703994542,175.703993049,175.703993049,175.703967735,175.703967735,175.703967735,175.703967735,175.703965321,175.703965202,175.703968719,175.704000551,175.703984246,175.703883696,175.703883696,175.700100355,175.716718357,175.731340412,175.729259904,175.68370029,175.683638912,175.678834587,175.679332953,175.677175023,175.677169301,175.67479502,175.613359325,175.609060246,175.60905822,175.640027374,175.601711791,175.601678565,175.596188728,175.532468006,175.519805916,175.501142342,175.500962213,175.500984266,175.528447248,175.457625061,175.45767916,175.445880994,175.445136324,175.445113223,175.410532027,175.410538554,175.410540774,175.395111844,175.345658425,175.332661424,175.317626115,175.314464148,175.314462181,175.314254519,175.314043846,175.310490776,175.318313077,175.318480961,175.312498573,175.273497399,175.239898752,175.239885356,175.237627637,175.236898791,175.181352068,175.181017052,175.160456195,175.103329353,175.072959565,175.072345104,175.072208341,175.063539568,175.035772104,175.114772834,175.116662707,175.107868016,175.100327663,175.099320058,175.06136658,175.061162107,175.029425327,175.029425327,175.02948156,175.029544573,175.030308489,175.040524174,175.03934703,175.027084578,175.02708571,175.026472297,175.026472773,174.966539785,174.913278524,174.913295388,174.894012656,174.893574826,174.893235791,174.892011646,174.892544106,174.877573907
