,0
0,1.0
1,0.997076023392
2,0.997076023392
3,0.997076023392
4,0.997076023392
5,0.997076023392
6,0.997076023392
7,0.997076023392
8,0.997076023392
9,0.997076023392
10,0.997076023392
11,0.997076023392
12,0.994152046784
13,0.994152046784
14,0.994152046784
15,0.994152046784
16,0.994152046784
17,0.994152046784
18,0.994152046784
19,0.994152046784
20,0.994152046784
21,0.991228070175
22,0.991228070175
23,0.991228070175
24,0.991228070175
25,0.991228070175
26,0.991228070175
27,0.988304093567
28,0.988304093567
29,0.985380116959
30,0.985380116959
31,0.985380116959
32,0.985380116959
33,0.985380116959
34,0.982456140351
35,0.982456140351
36,0.982456140351
37,0.982456140351
38,0.982456140351
39,0.982456140351
40,0.982456140351
41,0.982456140351
42,0.982456140351
43,0.982456140351
44,0.982456140351
45,0.979532163743
46,0.979532163743
47,0.979532163743
48,0.979532163743
49,0.979532163743
50,0.979532163743
51,0.979532163743
52,0.979532163743
53,0.979532163743
54,0.979532163743
55,0.979532163743
56,0.979532163743
57,0.979532163743
58,0.979532163743
59,0.979532163743
60,0.979532163743
61,0.979532163743
62,0.979532163743
63,0.979532163743
64,0.979532163743
65,0.979532163743
66,0.979532163743
67,0.979532163743
68,0.979532163743
69,0.979532163743
70,0.979532163743
71,0.979532163743
72,0.979532163743
73,0.979532163743
74,0.979532163743
75,0.979532163743
76,0.979532163743
77,0.979532163743
78,0.979532163743
79,0.979532163743
80,0.979532163743
81,0.979532163743
82,0.979532163743
83,0.979532163743
84,0.979532163743
85,0.979532163743
86,0.976608187135
87,0.976608187135
88,0.976608187135
89,0.976608187135
90,0.976608187135
91,0.976608187135
92,0.976608187135
93,0.976608187135
94,0.976608187135
95,0.976608187135
96,0.976608187135
97,0.976608187135
98,0.976608187135
99,0.976608187135
100,0.976608187135
101,0.976608187135
102,0.976608187135
103,0.973684210526
104,0.973684210526
105,0.973684210526
106,0.973684210526
107,0.973684210526
108,0.973684210526
109,0.973684210526
110,0.973684210526
111,0.973684210526
112,0.970760233918
113,0.96783625731
114,0.96783625731
115,0.96783625731
116,0.96783625731
117,0.96783625731
118,0.96783625731
119,0.96783625731
120,0.964912280702
121,0.961988304094
122,0.961988304094
123,0.961988304094
124,0.961988304094
125,0.961988304094
126,0.961988304094
127,0.961988304094
128,0.961988304094
129,0.961988304094
130,0.961988304094
131,0.961988304094
132,0.961988304094
133,0.961988304094
134,0.961988304094
135,0.961988304094
136,0.961988304094
137,0.961988304094
138,0.959064327485
139,0.959064327485
140,0.956140350877
141,0.956140350877
142,0.956140350877
143,0.956140350877
144,0.956140350877
145,0.956140350877
146,0.956140350877
147,0.956140350877
148,0.953216374269
149,0.953216374269
150,0.953216374269
151,0.953216374269
152,0.953216374269
153,0.953216374269
154,0.953216374269
155,0.953216374269
156,0.953216374269
157,0.953216374269
158,0.953216374269
159,0.953216374269
160,0.950292397661
161,0.950292397661
162,0.950292397661
163,0.950292397661
164,0.950292397661
165,0.950292397661
166,0.950292397661
167,0.950292397661
168,0.947368421053
169,0.947368421053
170,0.947368421053
171,0.947368421053
172,0.947368421053
173,0.947368421053
174,0.947368421053
175,0.947368421053
176,0.947368421053
177,0.947368421053
178,0.947368421053
179,0.947368421053
180,0.947368421053
181,0.947368421053
182,0.947368421053
183,0.947368421053
184,0.947368421053
185,0.947368421053
186,0.947368421053
187,0.947368421053
188,0.944444444444
189,0.944444444444
190,0.944444444444
191,0.944444444444
192,0.944444444444
193,0.944444444444
194,0.944444444444
195,0.944444444444
196,0.944444444444
197,0.944444444444
198,0.944444444444
199,0.944444444444
200,0.944444444444
201,0.944444444444
202,0.944444444444
203,0.944444444444
204,0.944444444444
205,0.944444444444
206,0.944444444444
207,0.944444444444
208,0.944444444444
209,0.944444444444
210,0.944444444444
211,0.944444444444
212,0.944444444444
213,0.944444444444
214,0.941520467836
215,0.941520467836
216,0.941520467836
217,0.941520467836
218,0.941520467836
219,0.941520467836
220,0.941520467836
221,0.941520467836
222,0.941520467836
223,0.941520467836
224,0.941520467836
225,0.941520467836
226,0.941520467836
227,0.938596491228
228,0.938596491228
229,0.938596491228
230,0.938596491228
231,0.938596491228
232,0.938596491228
233,0.938596491228
234,0.938596491228
235,0.938596491228
236,0.938596491228
237,0.93567251462
238,0.93567251462
239,0.93567251462
240,0.93567251462
241,0.93567251462
242,0.93567251462
243,0.93567251462
244,0.93567251462
245,0.93567251462
246,0.93567251462
247,0.93567251462
248,0.93567251462
249,0.93567251462
250,0.93567251462
251,0.93567251462
252,0.93567251462
253,0.93567251462
254,0.93567251462
255,0.93567251462
256,0.93567251462
257,0.93567251462
258,0.93567251462
259,0.93567251462
260,0.93567251462
261,0.93567251462
262,0.93567251462
263,0.93567251462
264,0.93567251462
265,0.93567251462
266,0.93567251462
267,0.932748538012
268,0.932748538012
269,0.932748538012
270,0.932748538012
271,0.932748538012
272,0.932748538012
273,0.932748538012
274,0.932748538012
275,0.932748538012
276,0.932748538012
277,0.932748538012
278,0.932748538012
279,0.932748538012
280,0.932748538012
281,0.932748538012
282,0.932748538012
283,0.932748538012
284,0.932748538012
285,0.932748538012
286,0.932748538012
287,0.932748538012
288,0.932748538012
289,0.932748538012
290,0.932748538012
291,0.932748538012
292,0.932748538012
293,0.932748538012
294,0.932748538012
295,0.932748538012
296,0.932748538012
297,0.932748538012
298,0.932748538012
299,0.932748538012
300,0.932748538012
301,0.932748538012
302,0.932748538012
303,0.932748538012
304,0.929824561404
305,0.929824561404
306,0.929824561404
307,0.929824561404
308,0.929824561404
309,0.929824561404
310,0.929824561404
311,0.929824561404
312,0.926900584795
313,0.926900584795
314,0.926900584795
315,0.926900584795
316,0.926900584795
317,0.926900584795
318,0.926900584795
319,0.926900584795
320,0.926900584795
321,0.926900584795
322,0.926900584795
323,0.926900584795
324,0.926900584795
325,0.926900584795
326,0.923976608187
327,0.923976608187
328,0.923976608187
329,0.923976608187
330,0.923976608187
331,0.923976608187
332,0.923976608187
333,0.923976608187
334,0.923976608187
335,0.923976608187
336,0.923976608187
337,0.923976608187
338,0.923976608187
339,0.923976608187
340,0.923976608187
341,0.923976608187
342,0.923976608187
343,0.923976608187
344,0.923976608187
345,0.923976608187
346,0.921052631579
347,0.921052631579
348,0.921052631579
349,0.921052631579
350,0.921052631579
351,0.921052631579
352,0.921052631579
353,0.921052631579
354,0.921052631579
355,0.921052631579
356,0.921052631579
357,0.921052631579
358,0.921052631579
359,0.921052631579
360,0.921052631579
361,0.921052631579
362,0.921052631579
363,0.921052631579
364,0.921052631579
365,0.921052631579
366,0.921052631579
367,0.921052631579
368,0.921052631579
369,0.921052631579
370,0.921052631579
371,0.921052631579
372,0.921052631579
373,0.921052631579
374,0.921052631579
375,0.921052631579
376,0.921052631579
377,0.921052631579
378,0.921052631579
379,0.921052631579
380,0.921052631579
381,0.921052631579
382,0.921052631579
383,0.921052631579
384,0.921052631579
385,0.921052631579
386,0.921052631579
387,0.921052631579
388,0.921052631579
389,0.921052631579
390,0.921052631579
391,0.921052631579
392,0.921052631579
393,0.921052631579
394,0.921052631579
395,0.921052631579
396,0.921052631579
397,0.921052631579
398,0.921052631579
399,0.921052631579
400,0.918128654971
401,0.918128654971
402,0.918128654971
403,0.918128654971
404,0.918128654971
405,0.918128654971
406,0.918128654971
407,0.918128654971
408,0.918128654971
409,0.918128654971
410,0.918128654971
411,0.918128654971
412,0.918128654971
413,0.918128654971
414,0.918128654971
415,0.918128654971
416,0.918128654971
417,0.918128654971
418,0.918128654971
419,0.918128654971
420,0.915204678363
421,0.915204678363
422,0.915204678363
423,0.915204678363
424,0.915204678363
425,0.915204678363
426,0.915204678363
427,0.915204678363
428,0.915204678363
429,0.915204678363
430,0.915204678363
431,0.915204678363
432,0.915204678363
433,0.915204678363
434,0.915204678363
435,0.915204678363
436,0.915204678363
437,0.915204678363
438,0.915204678363
439,0.915204678363
440,0.915204678363
441,0.915204678363
442,0.915204678363
443,0.915204678363
444,0.915204678363
445,0.915204678363
446,0.915204678363
447,0.915204678363
448,0.915204678363
449,0.915204678363
450,0.915204678363
451,0.915204678363
452,0.915204678363
453,0.915204678363
454,0.915204678363
455,0.915204678363
456,0.915204678363
457,0.915204678363
458,0.915204678363
459,0.915204678363
460,0.915204678363
461,0.915204678363
462,0.915204678363
463,0.915204678363
464,0.912280701754
465,0.912280701754
466,0.912280701754
467,0.912280701754
468,0.912280701754
469,0.912280701754
470,0.912280701754
471,0.912280701754
472,0.912280701754
473,0.912280701754
474,0.912280701754
475,0.912280701754
476,0.912280701754
477,0.912280701754
478,0.912280701754
479,0.912280701754
480,0.912280701754
481,0.912280701754
482,0.912280701754
483,0.912280701754
484,0.912280701754
485,0.912280701754
486,0.912280701754
487,0.912280701754
488,0.912280701754
489,0.912280701754
490,0.912280701754
491,0.912280701754
492,0.912280701754
493,0.912280701754
494,0.912280701754
495,0.912280701754
496,0.912280701754
497,0.912280701754
498,0.912280701754
499,0.912280701754
500,0.912280701754
501,0.912280701754
502,0.912280701754
503,0.912280701754
504,0.912280701754
505,0.912280701754
506,0.912280701754
507,0.912280701754
508,0.912280701754
509,0.912280701754
510,0.912280701754
511,0.912280701754
512,0.912280701754
513,0.912280701754
514,0.912280701754
515,0.912280701754
516,0.912280701754
517,0.912280701754
518,0.912280701754
519,0.912280701754
520,0.912280701754
521,0.912280701754
522,0.912280701754
523,0.912280701754
524,0.912280701754
525,0.912280701754
526,0.912280701754
527,0.912280701754
528,0.912280701754
529,0.912280701754
530,0.912280701754
531,0.912280701754
532,0.912280701754
533,0.912280701754
534,0.912280701754
535,0.912280701754
536,0.912280701754
537,0.912280701754
538,0.912280701754
539,0.912280701754
540,0.912280701754
541,0.912280701754
542,0.912280701754
543,0.912280701754
544,0.912280701754
545,0.912280701754
546,0.912280701754
547,0.912280701754
548,0.912280701754
549,0.912280701754
550,0.912280701754
551,0.912280701754
552,0.912280701754
553,0.912280701754
554,0.912280701754
555,0.912280701754
556,0.912280701754
557,0.912280701754
558,0.912280701754
559,0.912280701754
560,0.912280701754
561,0.912280701754
562,0.912280701754
563,0.912280701754
564,0.912280701754
565,0.912280701754
566,0.912280701754
567,0.912280701754
568,0.912280701754
569,0.912280701754
570,0.912280701754
571,0.912280701754
572,0.912280701754
573,0.912280701754
574,0.912280701754
575,0.912280701754
576,0.912280701754
577,0.912280701754
578,0.912280701754
579,0.912280701754
580,0.912280701754
581,0.912280701754
582,0.912280701754
583,0.912280701754
584,0.912280701754
585,0.912280701754
586,0.912280701754
587,0.912280701754
588,0.912280701754
589,0.912280701754
590,0.912280701754
591,0.912280701754
592,0.912280701754
593,0.912280701754
594,0.912280701754
595,0.912280701754
596,0.912280701754
597,0.912280701754
598,0.912280701754
599,0.912280701754
600,0.912280701754
601,0.912280701754
602,0.912280701754
603,0.912280701754
604,0.912280701754
605,0.912280701754
606,0.912280701754
607,0.912280701754
608,0.912280701754
609,0.912280701754
610,0.912280701754
611,0.912280701754
612,0.912280701754
613,0.912280701754
614,0.912280701754
615,0.912280701754
616,0.912280701754
617,0.912280701754
618,0.912280701754
619,0.912280701754
620,0.912280701754
621,0.912280701754
622,0.912280701754
623,0.912280701754
624,0.912280701754
625,0.912280701754
626,0.912280701754
627,0.912280701754
628,0.912280701754
629,0.912280701754
630,0.912280701754
631,0.912280701754
632,0.912280701754
633,0.912280701754
634,0.912280701754
635,0.912280701754
