151.7031555,168.9962311,152.2814026,147.0344543,252.1870728,178.2224579,143.2035065,193.3614655,121.3321762,209.8653412,156.1988421,2.839978948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.3353119,107.8214188,161.5801392,277.2290039,150.3372498,152.7882996,174.5943756,146.5778198,161.2705536,169.8336792,149.4879865,2.717963391,3.200412837,3.200409001,3.200409123,3.200404713,3.200364555,3.20029632,3.200276671,3.200125153,3.199900871,3.199850344,3.199748823,3.199647432,3.198444794,3.197769504,3.196789007,3.196787259,3.195831034,3.192883154,3.191827354,3.190440565,3.189521636,3.189234326,3.186535744,3.185139888,3.185118874,3.183055229,3.18239545,3.182010505,3.152996153,3.147740665,3.146653968,3.145815195,3.143998282,3.142651145,3.142050463,3.140306979,3.138154304,3.137176413,3.133840569,3.129908853,3.127961824,3.12625028,3.126006133,3.124251182,3.12247821,3.120633653,3.120182343,3.119319003,3.118336576,3.116919331,3.116091828,3.115874291,3.115412341,3.115214988,3.115299408,3.114539674,3.114577061,3.115676388,3.121606203,3.120912127,3.110330323,3.10835844,3.107445821,3.106900474,3.101839345,3.10088191,3.10082592,3.102955383,3.099912803,3.097445119,3.092864338,3.092357783,3.092119847,3.089818954,3.0867659,3.080885663,3.080183846,3.078879128,3.075904956,3.075509958,3.072516164,3.06775976,3.06704207,3.065417309,3.065187281,3.064006735,3.063484273,3.06339507,3.063502914,3.059270927,3.058653082,3.05860923,3.056363628,3.055358912,3.052478879,3.049326956,3.049322306,3.049811557,3.046359537,3.045068843
136.5943146,249.5406342,137.4478607,211.4268646,214.0076752,198.5258179,179.9455719,164.2299347,180.8275604,123.3590622,163.2641178,2.968438506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.9042664,172.9962006,123.7885208,152.8702087,145.7818756,262.2473755,149.8414001,148.3128357,128.2495575,115.4280167,141.1291143,2.565983897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.4633789,153.2362823,213.5219879,120.0783539,146.7182159,217.9097443,214.5485992,138.4798737,194.421875,119.1494675,153.7752526,2.795913684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.1811523,179.4316101,166.0800629,142.4185638,143.9333801,151.1750641,156.970993,183.0205688,142.6764984,181.2187042,146.282418,2.659680327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.7204895,182.2314911,159.4280548,142.1748657,169.3464508,135.2830811,161.3583984,198.5617828,144.6499023,164.9614563,147.8832703,2.688786732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0092011,182.838913,219.9019012,167.4527893,225.6474457,162.4772491,172.6838837,234.1287384,179.9397125,182.5234833,170.4184834,3.09851788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.3149567,127.7185287,257.5392151,209.0931091,164.4195557,133.6758423,192.0408783,207.5806274,179.9066467,162.5706635,163.4418203,2.97166946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.2721558,129.9835052,120.7982864,124.5317688,157.6488037,127.4522858,204.0122223,164.0767365,129.6237335,166.6851349,134.5531484,2.446420881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.753479,159.9801636,142.790863,272.8648987,159.7879486,176.4687805,140.5878601,110.6489258,124.9046326,141.2675934,144.3686496,2.624884538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
