,0
0,0.0814479638009
1,0.0812291567413
2,0.0812485108411
3,0.0812678741659
4,0.0812872467223
5,0.0813066285169
6,0.0813260195564
7,0.0813454198473
8,0.0813648293963
9,0.08138424821
10,0.0814036762951
11,0.0814231136581
12,0.081203725818
13,0.0812231247014
14,0.0812425328554
15,0.0812619502868
16,0.0812813770022
17,0.0813008130081
18,0.0813202583114
19,0.0813397129187
20,0.0813591768366
21,0.081139301101
22,0.0811587263586
23,0.0811781609195
24,0.0811976047904
25,0.081217057978
26,0.0812365204889
27,0.0810162991371
28,0.0810357228482
29,0.0808153477218
30,0.0808347325498
31,0.0808541266795
32,0.0808735301176
33,0.0808929428709
34,0.0806722689076
35,0.0806916426513
36,0.0807110257026
37,0.0807304180682
38,0.0807498197549
39,0.0807692307692
40,0.0807886511181
41,0.0808080808081
42,0.080827519846
43,0.0808469682387
44,0.0808664259928
45,0.0806451612903
46,0.0806645798218
47,0.0806840077071
48,0.080703444953
49,0.0807228915663
50,0.0807423475536
51,0.0807618129219
52,0.0807812876778
53,0.0808007718283
54,0.08082026538
55,0.0808397683398
56,0.0808592807145
57,0.0808788025109
58,0.0808983337358
59,0.0809178743961
60,0.0809374244987
61,0.0809569840503
62,0.0809765530578
63,0.080996131528
64,0.081015719468
65,0.0810353168844
66,0.0810549237842
67,0.0810745401742
68,0.0810941660615
69,0.0811138014528
70,0.081133446355
71,0.0811531007752
72,0.0811727647201
73,0.0811924381968
74,0.0812121212121
75,0.081231813773
76,0.0812515158865
77,0.0812712275594
78,0.0812909487988
79,0.0813106796117
80,0.0813304200049
81,0.0813501699854
82,0.0813699295604
83,0.0813896987366
84,0.0814094775213
85,0.0814292659212
86,0.0812059324094
87,0.0812256809339
88,0.0812454390659
89,0.0812652068127
90,0.0812849841811
91,0.0813047711782
92,0.0813245678111
93,0.0813443740867
94,0.0813641900122
95,0.0813840155945
96,0.0814038508408
97,0.0814236957582
98,0.0814435503536
99,0.0814634146341
100,0.081483288607
101,0.0815031722792
102,0.0815230656578
103,0.081298828125
104,0.0813186813187
105,0.081338544211
106,0.0813584168092
107,0.0813782991202
108,0.0813981911513
109,0.0814180929095
110,0.0814380044021
111,0.081457925636
112,0.0812331783704
113,0.0810083210964
114,0.0810281517748
115,0.0810479921645
116,0.0810678422728
117,0.0810877021068
118,0.0811075716736
119,0.0811274509804
120,0.0809021819073
121,0.0806768023541
122,0.0806965906304
123,0.0807163886163
124,0.080736196319
125,0.0807560137457
126,0.0807758409035
127,0.0807956777996
128,0.0808155244412
129,0.0808353808354
130,0.0808552469894
131,0.0808751229105
132,0.0808950086059
133,0.0809149040826
134,0.0809348093481
135,0.0809547244094
136,0.0809746492739
137,0.0809945839488
138,0.080768283674
139,0.0807881773399
140,0.0805617147081
141,0.0805815672745
142,0.0806014296278
143,0.0806213017751
144,0.0806411837238
145,0.080661075481
146,0.080680977054
147,0.0807008884501
148,0.0804739570476
149,0.0804938271605
150,0.0805137070882
151,0.0805335968379
152,0.0805534964171
153,0.0805734058329
154,0.0805933250927
155,0.0806132542038
156,0.0806331931734
157,0.0806531420089
158,0.0806731007176
159,0.0806930693069
160,0.080465461748
161,0.0804853888063
162,0.0805053257369
163,0.0805252725471
164,0.0805452292441
165,0.0805651958354
166,0.0805851723283
167,0.0806051587302
168,0.0803770776482
169,0.0803970223325
170,0.0804169769173
171,0.0804369414101
172,0.0804569158182
173,0.080476900149
174,0.0804968944099
175,0.0805168986083
176,0.0805369127517
177,0.0805569368473
178,0.0805769709028
179,0.0805970149254
180,0.0806170689226
181,0.0806371329019
182,0.0806572068708
183,0.0806772908367
184,0.080697384807
185,0.0807174887892
186,0.0807376027909
187,0.0807577268195
188,0.0805285464971
189,0.0805486284289
190,0.0805687203791
191,0.0805888223553
192,0.0806089343649
193,0.0806290564154
194,0.0806491885144
195,0.0806693306693
196,0.0806894828878
197,0.0807096451774
198,0.0807298175456
199,0.08075
200,0.0807701925481
201,0.0807903951976
202,0.080810607956
203,0.0808308308308
204,0.0808510638298
205,0.0808713069604
206,0.0808915602304
207,0.0809118236473
208,0.0809320972187
209,0.0809523809524
210,0.0809726748559
211,0.0809929789368
212,0.0810132932029
213,0.0810336176618
214,0.0808030112923
215,0.0808232931727
216,0.0808435852373
217,0.0808638874937
218,0.0808841999498
219,0.0809045226131
220,0.0809248554913
221,0.0809451985923
222,0.0809655519236
223,0.080985915493
224,0.0810062893082
225,0.081026673377
226,0.081047067707
227,0.0808157099698
228,0.0808360614455
229,0.0808564231738
230,0.0808767951625
231,0.0808971774194
232,0.0809175699521
233,0.0809379727685
234,0.0809583858764
235,0.0809788092836
236,0.0809992429977
237,0.0807672892479
238,0.0807876798788
239,0.0808080808081
240,0.0808284920434
241,0.0808489135927
242,0.0808693454637
243,0.0808897876643
244,0.0809102402023
245,0.0809307030855
246,0.0809511763218
247,0.080971659919
248,0.0809921538851
249,0.0810126582278
250,0.0810331729552
251,0.081053698075
252,0.0810742335951
253,0.0810947795236
254,0.0811153358682
255,0.0811359026369
256,0.0811564798377
